Id,SalePrice
1461,120133.4001343243
1462,156524.63846253706
1463,187179.12289542495
1464,197712.34341886232
1465,186428.7358343865
1466,171631.87778073546
1467,171313.8241280561
1468,164501.31416670908
1469,184777.93892264293
1470,124505.32760650784
1471,199198.51369317167
1472,93973.73434924975
1473,96250.91523396695
1474,150523.6485225208
1475,122116.41002260885
1476,387994.1344494466
1477,251400.84936355645
1478,288740.6620668855
1479,273915.5338221137
1480,451617.459882022
1481,325073.06989587354
1482,212004.9886773139
1483,174598.41381980502
1484,165015.72032033332
1485,175364.79122128588
1486,194360.88439511193
1487,367283.02605396265
1488,232348.4346040191
1489,206754.45027988096
1490,221518.48077930772
1491,195631.2327353275
1492,94483.50590346573
1493,170038.15790460713
1494,295883.8031162957
1495,300145.0373919605
1496,224140.71236122499
1497,180771.6218838047
1498,163165.85406598594
1499,160693.60094955764
1500,150495.28140438086
1501,170764.71380346324
1502,149939.2815441193
1503,310596.8251389514
1504,237521.56951129047
1505,220785.62302877603
1506,181624.6452425381
1507,230852.8629544189
1508,193028.28982256213
1509,161082.339856482
1510,145973.35870137633
1511,143103.3518462239
1512,174117.5377443519
1513,136388.6132465597
1514,164932.93268737657
1515,189887.02080215103
1516,151281.45967238894
1517,169007.3406974135
1518,129490.18439692336
1519,222212.71073036353
1520,130060.99926949211
1521,133893.90540648124
1522,173341.12878342223
1523,107572.11026819177
1524,125508.63102200729
1525,119996.49841251734
1526,116578.59701073621
1527,106916.18342894514
1528,134396.81473741325
1529,148527.20051431487
1530,167432.826432617
1531,102603.54842738128
1532,98036.71995548878
1533,144629.77366057585
1534,120667.4843468235
1535,156223.0813859555
1536,109007.32784204408
1537,72417.32515978043
1538,162375.70849798503
1539,205540.4839529865
1540,107470.43681100752
1541,141061.4678405556
1542,147343.98873317693
1543,208488.47750527717
1544,80573.73860543416
1545,104452.1465221726
1546,130702.25920978968
1547,130698.19884943357
1548,135353.61743803282
1549,114239.46200992611
1550,141762.62543303164
1551,115824.44898285111
1552,142163.92803269264
1553,154813.17852561752
1554,112381.67601793511
1555,175468.7216000836
1556,95286.12128697745
1557,110736.8272962357
1558,90956.61276798046
1559,81548.01014983302
1560,137132.8257411276
1561,133966.05549124334
1562,127769.53066669239
1563,119057.6303060913
1564,164617.86571996688
1565,148981.4162309751
1566,244491.3807233837
1567,69830.35424530621
1568,227952.546476394
1569,139136.00925856802
1570,137437.72317139516
1571,128253.68344181715
1572,151542.83032727463
1573,259305.27840402428
1574,117747.42698090145
1575,225722.79536191432
1576,238248.0492824879
1577,194319.8333522068
1578,135609.222315763
1579,149177.0400468589
1580,197941.14470855892
1581,156330.13006785008
1582,126426.24784863146
1583,313989.0558349169
1584,222997.98346724705
1585,142643.9501110552
1586,67196.10696395046
1587,95905.70655604271
1588,151926.56125739365
1589,104029.64924435508
1590,135647.5758501549
1591,89712.32054305189
1592,116813.92527415132
1593,130899.65821269962
1594,134535.3481048929
1595,116284.31351470448
1596,237905.60533160577
1597,190944.10191605543
1598,201304.8378094797
1599,181910.7005252048
1600,167041.0284632338
1601,60721.98573670973
1602,114304.67534944978
1603,74931.2206843735
1604,272418.41042765847
1605,250332.36200819665
1606,166168.79732486207
1607,148980.2712533309
1608,218070.31358789591
1609,195748.27500893394
1610,150081.18989215998
1611,133924.9234706887
1612,169311.2421783948
1613,160831.99033560598
1614,127871.02437558142
1615,93077.14175739758
1616,73285.91659529269
1617,90822.99192119965
1618,123171.18171239796
1619,142090.89248479364
1620,158426.32313875365
1621,136709.06176237165
1622,141863.4431525964
1623,278687.9551616059
1624,201662.7964929828
1625,121654.60293376786
1626,162943.5562251271
1627,192404.4310809308
1628,276055.9218828202
1629,178445.16073789087
1630,393612.0385527649
1631,212685.1225740409
1632,255943.9194009806
1633,170796.74268712362
1634,181311.07245404183
1635,178033.53826253072
1636,145741.8604193029
1637,189796.0410337238
1638,188491.16375387588
1639,179395.77998509267
1640,252997.84960263176
1641,181600.47781736442
1642,226166.23900448126
1643,228199.18779518676
1644,226103.98729158886
1645,195967.11645685867
1646,157967.96374494117
1647,157477.6049150686
1648,126724.52417689475
1649,134844.46214889392
1650,119535.43940596087
1651,124570.97248070636
1652,92318.16003012558
1653,94878.31039017224
1654,148248.1170414483
1655,146808.47756577478
1656,142808.68363655364
1657,146516.41832982335
1658,143366.1461870146
1659,127141.2591403504
1660,161564.54886294255
1661,458944.0578748407
1662,412044.8817290745
1663,402754.1641684325
1664,505806.3372435369
1665,313727.43728031265
1666,337880.8445014145
1667,381295.58081648627
1668,344160.0506107551
1669,287800.88952498283
1670,359486.5526424673
1671,259019.50936520792
1672,450160.1894212553
1673,297985.4689548514
1674,240837.04792027822
1675,182193.45655083843
1676,183376.41207020817
1677,216761.05700458484
1678,493447.4006115671
1679,401478.7759944906
1680,358494.994296655
1681,269978.31005797576
1682,297490.90361419995
1683,179166.2009060033
1684,168298.3594095767
1685,172200.03430984134
1686,171306.25700762533
1687,168360.8601766394
1688,188394.03854464696
1689,191469.14546775838
1690,192995.298427044
1691,184347.71541600314
1692,266672.4170183759
1693,165692.5479570751
1694,179195.11598852405
1695,164067.90214080032
1696,276661.84146669216
1697,171036.9598205515
1698,358988.16265840526
1699,330309.4666371754
1700,237213.66899567374
1701,265034.39448952914
1702,258485.116495275
1703,261373.19857075537
1704,285316.8853940144
1705,233756.00182548136
1706,456739.47510067635
1707,224967.87220376203
1708,210867.8411081195
1709,274259.91917924257
1710,222784.79701234744
1711,255869.4188188835
1712,267080.6135626062
1713,271320.27233527746
1714,221137.47491219378
1715,205158.4120426317
1716,191334.28739608705
1717,177623.1158397877
1718,130616.0865281952
1719,202675.07894751275
1720,238260.52752005757
1721,170444.89600263606
1722,125323.96883531174
1723,155517.65017340807
1724,221411.457744048
1725,234222.8481179514
1726,183686.52423042574
1727,151999.87471557577
1728,181112.0406406738
1729,156597.58332399852
1730,157961.2063288091
1731,126944.65544320631
1732,129328.71017844533
1733,115884.97875816701
1734,119839.97966054238
1735,131303.1830380139
1736,111746.8220113664
1737,334081.0996108011
1738,223832.60293756519
1739,285463.3095145644
1740,213443.19563872335
1741,197270.2802163816
1742,167160.12965720834
1743,172444.5920793565
1744,295546.1826701429
1745,235160.13726647355
1746,221100.99951150283
1747,218733.26757094878
1748,218860.46869034282
1749,146490.2689873412
1750,130940.32702654324
1751,243737.16790339543
1752,118415.02704533836
1753,143753.3086537121
1754,195313.68490085186
1755,163893.59906487036
1756,131779.44043196854
1757,117596.57428664513
1758,149333.14868718982
1759,163894.10712918531
1760,158436.27949309745
1761,138499.3635873961
1762,179256.6166910081
1763,179354.10825274003
1764,115800.22603223042
1765,175628.81212293945
1766,174430.49338088432
1767,207149.1920064086
1768,141367.90697947209
1769,172550.79947889224
1770,147981.4909065921
1771,122012.37983020098
1772,131523.7890463989
1773,117578.95784372727
1774,113250.49915903958
1775,133254.43624922656
1776,125781.00466698989
1777,112438.01121783952
1778,136554.46578215214
1779,111135.88382127452
1780,171266.04708338753
1781,126391.39363718366
1782,84308.40657757492
1783,137123.10858523485
1784,100010.83892269942
1785,123865.4103974726
1786,138673.08640223707
1787,166048.68011106126
1788,59081.08422941259
1789,108361.63574104397
1790,73345.53138732206
1791,195401.74945615564
1792,156588.97096182284
1793,136804.47309716584
1794,150131.5428681095
1795,134226.41565701884
1796,124764.0907480106
1797,124840.93802279957
1798,124582.04047656234
1799,111802.41435926734
1800,123940.13233929386
1801,119688.14361648029
1802,132882.7601446274
1803,149876.2743902239
1804,143169.01710577589
1805,140890.47476039242
1806,122485.09768548276
1807,137474.56620213296
1808,118138.65962885361
1809,122985.63288634142
1810,144144.4968860065
1811,98773.72587776919
1812,100686.56158682713
1813,119758.14983432204
1814,95532.35795411322
1815,48765.15605350054
1816,93186.51427522328
1817,105334.21453666959
1818,138831.07438865933
1819,119557.52094871954
1820,53902.41570973772
1821,116405.64555671264
1822,152202.02471078347
1823,40596.82548730058
1824,140761.55246800743
1825,133245.25319262454
1826,101068.87078954531
1827,106871.83160523782
1828,139943.76017111115
1829,114775.21289599173
1830,139299.80883445652
1831,150679.61402861244
1832,87669.27605592221
1833,145762.72816424887
1834,114554.30937550816
1835,121845.40100786772
1836,122960.1359665981
1837,95213.81498731028
1838,122598.65152253819
1839,93912.73121013198
1840,162935.91557863844
1841,138725.37171092138
1842,86378.58524843922
1843,137988.83303514804
1844,136234.12163618644
1845,129793.27398526533
1846,153078.7960881567
1847,179930.56505508645
1848,50851.06700710485
1849,107153.234263872
1850,113336.49470592958
1851,158078.52095795254
1852,124975.39142527837
1853,130921.95124816702
1854,168685.8822239905
1855,147055.62557562836
1856,219471.17789470515
1857,134427.5397076461
1858,127542.616884342
1859,117166.83929600008
1860,147707.4499861712
1861,116100.13354813668
1862,343877.95542335033
1863,334826.7650231926
1864,334826.7650231926
1865,325414.0277176689
1866,326885.9057806399
1867,239339.04411716334
1868,312067.98648341076
1869,205922.7819924489
1870,241437.6551537826
1871,242643.03729416605
1872,174171.0036364731
1873,230413.9236672628
1874,148681.4820055853
1875,205250.2623918624
1876,195503.8792380831
1877,206284.95737804787
1878,198644.46895697588
1879,134097.73603889797
1880,135485.94332491286
1881,242738.0921933424
1882,246415.3854492188
1883,192666.19443754415
1884,204814.41412296513
1885,241044.54517126808
1886,305328.0948749072
1887,210144.11633113644
1888,283043.1135008551
1889,170825.28047392002
1890,121535.72154334636
1891,128972.25875510805
1892,103640.7917451082
1893,139381.0509246448
1894,128895.82681925075
1895,142113.32775501127
1896,126417.7194478215
1897,113917.60268817042
1898,106364.22308342703
1899,160821.01583794
1900,147090.86763716862
1901,172180.770051603
1902,143747.54023000947
1903,229415.40368973007
1904,132923.59420038757
1905,188446.1531655869
1906,162622.83789522754
1907,211006.79590364546
1908,110970.51194693903
1909,137045.98639329718
1910,120383.77657982409
1911,205652.61637693614
1912,298971.1073447906
1913,135412.08321487223
1914,52411.501788493
1915,344083.91606104997
1916,49868.15203227072
1917,255332.84534545845
1918,146468.9630081987
1919,172642.2032799729
1920,149695.70236953272
1921,428433.16046680976
1922,323307.9430586121
1923,224123.1102375231
1924,217015.35283086647
1925,202343.19577340118
1926,396166.95137895003
1927,137320.25254645478
1928,159766.6533127155
1929,122390.4705350941
1930,133677.23493129358
1931,144005.31928615787
1932,135122.19363070765
1933,184556.53537326245
1934,185015.42483652313
1935,172826.24701263994
1936,185936.77465080412
1937,183019.67789281913
1938,167950.9947909391
1939,259236.56306721183
1940,185166.91473299605
1941,173625.7697167668
1942,182735.96263600598
1943,199397.73867842945
1944,351028.30433050724
1945,382409.6253944726
1946,150376.98708558345
1947,306719.66304836504
1948,175023.04081940683
1949,232630.19696766787
1950,173360.19624601485
1951,249511.33861329505
1952,213662.39407979313
1953,160454.60799937617
1954,185852.95660731153
1955,135429.01459930482
1956,283663.33258160664
1957,145693.4907793049
1958,321732.9104969755
1959,141907.64055273897
1960,111568.81805768805
1961,117641.09607375697
1962,92435.91928536497
1963,103008.09442108696
1964,105615.55326754939
1965,142773.8495987302
1966,143417.14024131722
1967,290005.0358322625
